Id,Name,Painter,Description,Year_early,Year_late,Materials,Colors,Image
SK-A-4953,"Gezicht in de Oude Kerk te Delft vanuit het koor richting portaal","Cornelis de Man","Gezicht in de Oude Kerk te Delft vanuit het koor richting portaal.",1660,1690,"doek,olieverf","#17130E, #3E2F1B, #A8A47C, #817C59, #CDC59B, #694729",http://lh3.googleusercontent.com/7Zm3vYfQVyWL5-sr7pepyOg5mLKc3HyjF-Hm09uMrlVyyExKJE_h04IIINeqay0RjxPtlPt-ovvGUZniqscjULG9Bg=s0
SK-C-1677,"Winterlandschap","Willem Maris","Winterlandschap.",1875,1875,"doek,olieverf","#56523B, #322F24, #736E52, #9C977B, #CAC5A6, #E5E0C7",http://lh4.ggpht.com/OQ8tozA1_oQq-1hd_MV7UM4sJg1RSEQBBN61LBN_Bv2gjagB6967w3CSirBaB41n6kBCYcb8OZJILW038hXfvkfEYg=s0
SK-C-1666,"Annie Hall te Lissadell, Surrey","Jan Toorop","Portret van Annie Hall te Lissadell, Surrey. Zittende handwerkende vrouw in een kamer bij een ronde tafel.",1885,1885,"doek,olieverf","#D5CEA8, #473B2F, #71614D, #978868, #B7AB86, #F3EFDC",http://lh5.ggpht.com/hIEXd40jr9Xmymmfl1-Qmb0nHXIoFsQUs321gCz8FFoq_lnL5HVzptbr2J-V5WvnGvxr2F_soNr_Acr9s_3OV-n6i1Q=s0
SK-C-1681,"De Wagenbrug in Den Haag","Willem de Zwart","De Wagenbrug in Den Haag.",1885,1895,"doek,olieverf","",http://lh3.ggpht.com/E6Xpj_phjlrmSnbURbj-0wiRrM0I6vz3mgIY0dvwWaaE8tyh5PSibsBqy-Z97mxFXj_vn1ShZmJUY-mB1KiOl1BeDYg=s0
SK-C-1658,"Portret van David van Mollem met zijn familie","Nicolaas Verkolje","Portret van David van Mollem (1670-1746) en Jacob Sydervelt met diens gezin in 1740. Het gezelschap bevindt zich op het terras van het huis Zijdebalen. Afgebeeld David van Mollem, Jacob van Sydervelt met zijn tweede echtgenote Maria van Oosterwijck en de twee kinderen uit dit huwelijk alsmede de twee zoons uit het eerste huwelijk met Jacoba van Mollem (overl. 1735). Een jongen laat aan David van Mollem een prent zien, verder ook een boompje in een pot, een tuinvaas en een schaal met fruit. Op de achterzijde van het schilderij staan de wapens en namen van de drie families, bijeengehouden door putti met linten.",1740,1740,"paneel,olieverf","#1C222A, #47494F, #CABC90, #ECE0AD, #9E9682, #776860",http://lh4.ggpht.com/D3ebTbBCGhMfKinbGavyM5lRh6QLUWV0xCTESZ63UzCsYEJ8Fx6IITE3OvAef1kT29kzaxuQVuIO_mGnOInY0UBBsJ6p=s0
SK-C-1661,"Stilleven met pioenen","Floris Verster","Bloemstilleven met pioenrozen in een vaas.",1889,1889,"doek,olieverf","",http://lh4.ggpht.com/uAL3eqLUvEzRiuMTtmApo2SAD67t6v3Qt5_N4HmV1urKN5DvJ9hMDRExyzeH_mYw3yKsNo4G6YLmVrYZIBZyCXyYKFs=s0
SK-A-4952,"Stilleven met een verguld zilveren bekerschroef met een roemer","Abraham Hendricksz. van Beyeren","Stilleven met oesters, perziken, druiven, een façon de Venise wijnglas en een horloge op een tafel. Centraal staat een verguld zilveren bekerschroef met een roemer.",1640,1670,"paneel,olieverf","#12100A, #BABC9D, #9C9975, #3C2415, #56402B, #716750",http://lh3.googleusercontent.com/fQqL2ou8Yf1W16U0qJBa8qyAJHPg7bJRZejFUiQTkeSy_QGadX_IyQT-hlL4DVPGx1iL73hR51XHY8JbZHWiMJsPmg=s0
SK-C-1659,"Interieur van de Geertekerk te Utrecht met de viering van het heilig avondmaal","Johannes Bosboom","Interieur van de Geertekerk te Utrecht met de viering van het heillig avondmaal.",1852,1852,"doek,olieverf","#231D16, #483D2D, #746141, #D5BF90, #AB9163, #EFDAA8",http://lh3.googleusercontent.com/TFFnOI1uqeJilOEcOk3NHdus7_IcJi6H8XFjE03TWaSIbPG_akPV-0Azz5aP_2t6O7uDaHW4OYOpIM_OsqdJVaBAlgA=s0
SK-A-4949,"Portret van de kunsthandelaar E.J. van Wisselingh","Marinus van der Maarel","Portret van de kunsthandelaar E.J. van Wisselingh, stichter van de Firma van Wisselingh & Co. Hoofd naar links, met een lange baard en een hoed op het hoofd.",1880,1912,"paneel,olieverf","",http://lh4.ggpht.com/5So-53VbXrZ8bCTSHy7uogA41E9V6MvuS1bRNJdmVpxMu4rWswnEWo99bhWkvIplSjivkJ-OxyT6j22wUvRvcO-jcc8=s0
SK-C-1673,"Duingezicht met de ruïne van kasteel Brederode bij Santpoort","Andreas Schelfhout","Gezicht op Haarlem.",1844,1844,"paneel,olieverf","",http://lh3.googleusercontent.com/CuzMYvEiHi7SKMyhhu7KRae9vG1daYBjjMpKssPHJe9C8LtLzbM5UaL_JUBOG7DNcaMNoipAffvG4ZH-WHJ_iPPBYYs=s0
SK-A-1233-3,"Onderdeel (linksboven) van een plafondschildering met als hoofdvoorstelling Diana en haar gezellinnen","Gerard de Lairesse","Onderdeel (linksboven) van een plafondschildering van vijf delen met als hoofdvoorstelling Diana en haar gezellinnen, geschilderd voor de 'grote zaal' van Paleis Soestdijk.",1676,1682,"doek,olieverf","",http://lh3.googleusercontent.com/fcsB_UiJNOBln5Aao7sAVVSKTB_dNNvE7_9aDLSswhCfPLVk_T4P7RTAFx0fq0YLvF9BLC7x0NpIICMo_L6_zYeDhiM=s0
SK-C-1679,"Het slachthuis","Willem Bastiaan Tholen","Het slachthuis.",1880,1900,"olieverf,doek","",http://lh5.ggpht.com/yUOoOQlS4R0Ow063oFm_xAGsvq9kqVyw_dYItI50ME43uZKH37pjIJr85FqHEnDRqdFmUULA1XcTDqmnYwlUqfZ_Kw=s0
SK-C-1671,"Het duet.","Charles van Beveren","Een meisje speelt op een citer en een heer op een violoncel.",1830,1850,"paneel,olieverf","#DFCBA2, #F5EFD7, #513A2D, #7F6F6A, #AC9E8F, #21180E",http://lh4.ggpht.com/RzKWPt17Afu0LgRkthGBheG2T2eZB-giIdeqCZf3-1BdZzg1cxGVwZ62hH5luM_C4oY8874G_0E8gTLDcsxNyGFSX88=s0
SK-A-4980,"Portret van een Venetiaanse familie met een bediende die koffie serveert","Pietro Longhi","Portret van een Venetiaanse familie met een bediende die koffie serveert. In een met groen damast gestoffeerde salon zitten drie leden van een familie. Rechts, in een houten, groen beklede fauteuil, zit de heer des huizes gekleed in een effen jas, kniebroek en een geborduurd mouwvest. Hij houdt een porseleinen kopje vast. Zijn vrouw zit tegenover hem in een gele fauteuil, bezig met mouwstroken te rimpelen en vast te zetten. Zij draagt een rose robe à l'anglaise van brokaat met een grote groene strik; in beide oren paarlen oorringetjes en op haar achterhoofd een klein wit kapje. Tussen haar en haar  man staat een groen en goud  gedecoreerd tafeltje, waarop haar naaimandje en een schaar liggen. Achter de tafel staat een bediende, gekleed in een groene jas, vest en klapbroek. Hij houdt een zilveren dienblad in zijn handen met daarop een zilveren koffiepot, suikerschaal en suikertang en twee porseleinen koffiekopjes. Links op een lage stoel zit een man, gekleed in blauw pak en geel vest die een ringvormige oliebol aan een jongetje geeft. Het jongetje draagt een witte rok en houdt een speelgoedtrompet in zijn linkerhand.",1752,1752,"olieverf,doek","",http://lh5.ggpht.com/Nnlal5FVDrP8Iwtjrqa-7fd3o2RnOJcEKu4AKPv1kwY4v4CZ3vBbJyH_oae_imiuPoiLwMnSBzMtHJGaaw0syYLLvA=s0
BK-2011-38,"Behangselschildering met een Hollands landschap met rivier","Jurriaan Andriessen","Behangselschildering met een Hollands landschap met een kronkelende rivier en een kerktoren op de achtergrond.",1776,1776,"olieverf,doek","",http://lh6.ggpht.com/atPdLx1MEE2to5Lo95ggKIKGnf-LGEXNItP_nLbDiEZSTxKFsbmRJB6vzYSsAORQSbi4n2voaQP9N1z9WvfUUQL_new=s0
SK-A-4905,"Portret van een officier ter zee met een kustkaart en een verrekijker in de hand","John Greenwood","Mansportret van een officier ter zee. Hij is ten halven lijve staande afgebeeld, hoofd en face. In zijn linkerhand heeft hij een verrekijker en in zijn rechter een kaart waarop een kustlijn en riviermondingen te zien zijn. Verrekijker en kaart rusten op een tafel waarachter de figuur staat. Hij draagt een dikke jas met omgeslagen mouwen. Daaronder draagt hij een vest en een hoogsluitende lichte blouse met sierlijke mouwen.",1760,1760,"doek,olieverf","",http://lh6.ggpht.com/pRMiOnbKlOtPy2u8ASQrvhsyWOSTmlqZAZoU3WcXtzCk3Cbi8Qc_wlMajxoJOXipEz5gqxO-G8oTwww-ECOA4YdJX6Q=s0
BK-2011-40,"Drie behangselschilderingen van een Hollands landschap","Jurriaan Andriessen","Behangselschildering van een Hollands landschap met een scène bij een tolhek.",1776,1776,"olieverf,doek","",http://lh3.googleusercontent.com/qwgQbyU9BiUjuaKovZKN08DHvgq99P86Pdb6-w7X86lh3sR_6shGsFGxiFojiAW5pDDTpvFihYcAx77BXSoPG7AdjeWP=s0
SK-C-1649,"Maria Mathilda Bingham met twee van haar kinderen","Thomas Lawrence","Maria Mathilda Bingham, echtgenote van Henry Baring, met twee van haar kinderen, vermoedelijk James Bridgeman en Anna Maria. Mevrouw Baring is ten voeten uit geportretteerd, zittend op een rode sofa. Links achter de sofa haar dochter die een kam door het haar van haar moeder haalt. Rechts op de sofa de zoon, die een grote hond omarmt. Op de achtergrond een landschap. Het deel van het doek met de figuur van Henry Baring is door de schilder tijdens de vervaardiging afgesneden.",1810,1818,"olieverf,doek","",http://lh3.googleusercontent.com/D-Hu8c_SFVtc0gY5DfYOiUK1cpwqkZpjssbbD77kI5VfnRqU2Zk1DIj-YvZTmOXTX0xwpfGyTOQg8poWnuqlQUB1f-s=s0
SK-A-4948,"Portret van Dr. P.J.H. Cuypers (1827-1921)","Thérèse Schwartze","Portret van de architect Pierre Joseph Hubert Cuypers (1827-1921), gezeten achter een bureau, de handen op een opengeslagen boek.",1885,1918,"olieverf,doek","",http://lh3.googleusercontent.com/LS6yh8g59FXgcbmKJulyiGJAixyxlP52WlqF0SYwKjIxYWNTCVPyE7l2BX4vRSDiJKSsNTHpgiW8xgImWw-d4SClVg=s0
SK-A-1233-4,"Onderdeel (rechtsboven) van een plafondschildering met als hoofdvoorstelling Diana en haar gezellinnen","Gerard de Lairesse","Onderdeel (rechtsboven) van een plafondschildering van vijf delen met als hoofdvoorstelling Diana en haar gezellinnen, geschilderd voor de 'grote zaal' van Paleis Soestdijk.",1676,1682,"doek,olieverf","",http://lh3.googleusercontent.com/S4_w1U-ACD5IUYXcwsl-5qmPENZdNlM7KBsaLL-7yIvi5oSnCu2gWpRZ9pRxh8Jp0EoT3G5HWPfsJSVhBV5LNDUdirk=s0
SK-A-4942,"Het offer van Iphigenia","Arnold Houbraken","Het offer van Iphigenia. De hogepriester Kalchas staat op het punt om Ihpigenia te offeren aan Artemis, wier standbeeld op het altaar staat. Iphigenia knielt voor hem met ontbloot bovenlichaam. Koning Agamemnon, links, houdt een hand voor zijn ogen. Links en rechts wenden toeschouwers hun hoofd af.",1690,1700,"doek,olieverf","#202021, #97906B, #9099AA, #C2C9D5, #534D49, #486791",http://lh3.googleusercontent.com/vOky0EVs3dgplzE8auZRfr-JVvq_a8Nd-M561PLG0qg57Fk8gQ1qpQSGTu4JJFLxL4xFM06XxeveTWjouvW49TNal0A=s0
RP-T-1938-160M,"Visser met een mand, van achteren gezien","Jan Weissenbruch","Visser, met een mand in de hand, van achteren gezien.",1800,1900,"linnen,olieverf","",http://lh3.googleusercontent.com/fuLz98oYbNt4VhsKdarc7pa81MWmZBe-f4SuU3XV8uej_LNbsKT5WPNFk8w3MVLXD-l8TkF7BKkIHDcODA30pK8MFmk=s0
SK-A-1233-1,"Onderdeel (linksonder) van een plafondschildering met als hoofdvoorstelling Diana en haar gezellinnen","Gerard de Lairesse","Onderdeel (linksonder) van een plafondschildering van vijf delen met als hoofdvoorstelling Diana en haar gezellinnen, geschilderd voor de 'grote zaal' van Paleis Soestdijk.",1676,1682,"doek,olieverf","",http://lh3.googleusercontent.com/IXcDbz0a4I7-ipeKWOVYSFYhfk9SpJqyHN7FDIND62l7M50QoRQt8ce91PeCkStbpW03sPxyQlB_Ap_YrcD_kXELxs4=s0
SK-A-3790,"Posthuum portret van Herman Willem Daendels (1762-1818). Gouverneur-generaal (1808-10)","Raden Sarief Bastaman Saleh","Posthuum portret van Herman Willem Daendels (1762-1818). Gouverneur-generaal (1808-10). Ten halven lijve, staande in een landschap, met een verrekijker in de rechterhand, de linkerhand op een landkaart van Megamemdoeng waarop de Postweg is aangeduid. Ook in het landschap op de achtergrond is de Postweg voorgesteld. Onderdeel van een reeks van portretten van de gouverneurs-generaal van het voormalige Nederlands Oost-Indië.",1838,1838,"olieverf,doek","#3D3624, #151510, #8B8060, #586056, #825338, #B8A883, #D5D3BD",http://lh3.googleusercontent.com/EMoSbKIGJpZegRTzDskyD7v7BWgfrwwwfBE15fpyM-SBMI3yiTx9R-CwanS6nHoiGuWEW_Te5y-L3R9Rh-w-Tfgy8lY=s0
SK-C-371,"Officieren en andere schutters van wijk XVIII in Amsterdam onder leiding van kapitein Albert Bas en luitenant Lucas Conijn","Govert Flinck","Het korporaalschap van kapitein Albert Bas en luitenant Lucas Conijn, 1645. Schuttersstuk waarin de leden van de schutterij staan opgesteld in een verhoogde galerij. Bas en Conijn zitten rechts onderaan de trap met wandelstokken in de hand. De andere schutters hebben wapens (hellebaard en geweren) en vaandels bij zich.",1645,1645,"doek,olieverf","#171714, #3C3428, #7C6B48, #645537, #B3AD96, #A4936B",http://lh3.googleusercontent.com/HnnjmcsmaQL7rH47kDlBz6fxRNeTmoC_u6FVMfA0rkG8F_2l7JIskZEbJCmHB-1SLQ9U8AyMrxfAOwt6i63HVrOPWA=s0
SK-A-1967,"De kruisiging","Jacob Cornelisz. van Oostsanen","Kruisberg met vele figuren en verschillende epiodes uit de Passie. In het midden Christus aan het kruis, met vier engelen die het bloed opvangen. Op de voorgrond Maria Magdalena, Maria, Johannes en de heilige Veronica met de zweetdoek. Op de rand van haar mantel staat: Salve Sact(a) Facies Nos(tri) Redemptor(is). Rechts te paard Longinus en de centurion. Op de achtergrond: de kruisdraging, Christus die afscheid neemt van zijn moeder en het gebed in de Hof van Olijven in Getsemane.",1507,1510,"paneel,olieverf","#1E1B10, #6F7E61, #9E8C5B, #75613B, #C2B484, #563C24",http://lh3.googleusercontent.com/wS0cacc2X3bt-DKd1EqoRuRTgLXa3dfRk3Q3hDDhARsCDIuUfaPMxOtPPXGrkgzZEa-LwP0JlJUdnBMxARsEBCDCcjQ=s0
SK-A-2670,"Pinken in de branding","Hendrik Willem Mesdag","Pinken in de branding. Vissersschepen op het strand en voor de kust. Op het strand staan mannen en vrouwen bij manden met vis. Op de voorgrond steken de ankers in het zand.",1875,1885,"olieverf,doek","#9D9D85, #C6C4AE, #80806B, #443827, #67593A, #28261D",http://lh3.googleusercontent.com/yC8H0oVsdAtDHHA8dTs81ZcR88h8u_KzObt8iE650gMw-ixAbzwF7cmLzgKWh4Q8l5tWR_CrLfNbwnvibe0e2Bb8zPPH=s0
SK-A-2102,"Stilleven met bloemen in een glas","Jan Brueghel (II)","Stilleven met bloemen in een glas. Bloemstilleven met o.a. narcissen en akeleien, een vlinder en andere insecten.",1625,1630,"koper,olieverf","#20201C, #B0A588, #9B8C68, #7E7156, #493E2E, #575A55",http://lh3.googleusercontent.com/Z3PTxWguIfYHVeFAkG8Fa-QpO1o32sW9I2XwJbV8wRo3cGRm-KJHfjC9LsHW7EndbRBntC7HA4TBWKkJ2W7xn6LdCPM=s0
SK-A-4866,"Lot en zijn dochters","Hendrick Goltzius","Lot en zijn dochters. Gezeten onder bomen bij rotsen verleiden de dochters van Lot hun vader. Alledrie figuren zijn naakt en zittend of liggend op de grond voorgesteld. De dochter links houdt een wijnkan in de hand, Lot heeft een drinkschaal in de rechterhand. Linksonder een tafeltje met kaas en brood, een hondje zit ernaast. Rechts op de achtergrond branden Sodom en Gomorra, met daarvoor de vrouw van Lot die in een zoutpilaar was veranderd. Tussen de rotsen loopt een vos.",1616,1616,"doek,olieverf","#18150C, #6D5434, #C6B690, #9C8861, #382F2A, #3A4C64",http://lh3.googleusercontent.com/bqV-ooKCREG3RbSCHP_E8N82HKim4FYLD_wUOq29ux2oF7CT9tiqdZo4CI2rfEX8fAXxKOW-IKiYV38Z5-8y7Xp2dQ=s0
SK-A-3930,"Vanitasstilleven met de Doornuittrekker","Pieter Claesz.","Vanitas stilleven. Op een tafel staan een gipsen beeld van de Doornuittrekker of Spinario, schedel met botten, roemer, horloge, boeken en paperassen, een gedoofde olielamp en een schilderspalet met penselen. Op de vloer muziekinstrumenten: luit, viool en een soort fluit. Links een harnas en een helm en een openstaande kunstboek met een tekening van een naakte vrouw.",1628,1628,"paneel,olieverf","#171209, #362F1A, #55441F, #76602E, #A49E7A, #908863, #877745",http://lh3.googleusercontent.com/N9RSNLoL8KjbrQVcaRMjZj84KsQUkDOuz8R_zRJbyF546ik84WuNVOfG5_0-kRbga-qQYA1eWBCFbgDpAfkwuXBcJzYJ=s0
SK-C-1349,"Salome met het hoofd van Johannes de Doper","Jacob Cornelisz. van Oostsanen","Salomé met het hoofd van Johannes de Doper op een grote ronde tinnen schotel. Staande onder een boog, in de verte een landschap met boerderijen aan een rivier.",1524,1524,"paneel,olieverf","#2F1E16, #6B4C3B, #A2AC9B, #977E67, #5C756D, #79958C, #63251B",http://lh3.googleusercontent.com/8B3Eo5BeY4sxHS-N0_ZDx-ZBFeGISP0Yhqq1YXlqMxl1XfIA87j3GU-dl0sXlknLtEmh0-qvJ9f674X8S2GwdsG0Aw=s0
SK-A-1857,"Stilleven met een vis","Pieter Claesz.","Stilleven met vis, brood en een geschilde citroen op tinnen borden. Rechts een roemer met wijn, een zoutvat met een schotel peperkorrels en druiven. Tussen de borden liggen enkele noten en een mes.",1647,1647,"paneel,olieverf","#574A2A, #918259, #756441, #A79E7E, #C6BD9D, #262011",http://lh3.googleusercontent.com/GIj3MTRKlgr4_xeGdTbhJk_nuOoJ_61iTuIdrw5E2QVYmcAC4_cbRoClV6kRT-E9j5tjPci9CVt9JMPL1M6fHggN2wM=s0
SK-A-2213,"Stilleven bij een fontein","Pieter Gijsels","Stilleven van bloemen, vruchten en vaatwerk bij een fontein met een putto op een dolfijn, tussen zuilen. Linksonder twee hazen, een bloemkool en een kalebas, druiven, maïs, abrikozen, appels en aalbessen. Rechts een gouden lampetstel en een aapje (meerkat). Tussen de vruchten zitten allerlei vogeltjes, vlinders en andere insecten.",1680,1691,"koper,olieverf","#1A1811, #3A3C38, #71746A, #714C2C, #927542, #ACA57D",http://lh3.googleusercontent.com/Zrah5aLbNDkAT8JEI_lTeHm3Wem4gzdNfuXZK3rgpZRJfHob9n5frPx48Fuwzr8UF56lvzqXtFVcq_JVwoBfGBJzfGH8=s0
SK-C-402,"Een groep schutters, 1529","Dirck Jacobsz.","Een groep schutters van de Kloveniersdoelen. Schuttersstuk bestaande uit drie delen: een middenstuk uit 1529 met zeventien personen en twee zijstukken elk met zeven portretten die later zijn toegevoegd. Alle figuren zijn in buste of ten halven lijve voorgesteld, met een zwarte baret op het hoofd en meestal met gebarende handen. Op het linker zijstuk een man met een lied op een stuk papier, een man met een roemer en een schutter met een haring en een mes. In het middenstuk houden twee schutters in hun hand de loop van hun geweer, boven een man met een pen. In het rechter stuk ook een schrijvende man met een pen naast de man met een tinnen kan.",1559,1559,"paneel,olieverf","#060605, #282116, #4B3C29, #745F41, #978F6F, #BCB795",http://lh3.googleusercontent.com/CUq3b-1nQoZ1kauinkINu7z-nioSj1oXr5WA-kKjXs6GBb6CAncnlPHwLjcyz_qWEW9tWITkmT_Lui2gcJB9YJpm0pk=s0
SK-A-3519,"Portretten van een echtpaar, mogelijk Pieter Gerritsz Bicker en Anna Codde","Maarten van Heemskerck","Portret van een vrouw, vroeger geïdentificeerd als Anna Codde, de echtgenote van Pieter Gerritsz Bicker. Zittend, ten halven lijve, spinnend aan een spinnewiel. Pendant van SK-A-3518.",1529,1529,"paneel,olieverf","#130B05, #3D2B12, #5A4B31, #86581E, #89765C, #B4A387, #E7E2C7",http://lh3.googleusercontent.com/UU-nnosVPdkZnPNnU1FpHaZZIJGvjZUoT6bGX_ZqVzRQgR9kOtPM5ZCBZYj5oeijYDX267p_whkI7TdjapYq3i31dGZV=s0
SK-A-4188,"De aanbidding der koningen","Hendrick ter Brugghen","De aanbidding der koningen. Links de heilige familie. Een van de koningen knielt en biedt een kelk met deksel aan, achter hem een knecht met een tulband met kroon. De twee andere koningen hebben kostbare metalen bekers in de hand.",1619,1619,"doek,olieverf","",http://lh3.googleusercontent.com/4NL6kxCUaf1-U38q8hjbQe_ISbSNsbeU0eeq3Ma6d9Z95s8EanpSLCyttyHCxwV5J9TEMOnkn5Zqs97rZbtoEyqD9cQ=s0
SK-C-374,"Schutters van wijk XI onder leiding van kapitein Reynier Reael, bekend als ‘De magere compagnie’","Frans Hals","Het korporaalschap van kapitein Reijnier Reael en luitenant Cornelis Michielsz Blaeuw, Amsterdam, 1637, bekend als 'De magere compagnie'. Schuttersstuk met twee zittende en verder alleen staande mannen. Sommigen met een vaandel, hellebaard en lans.",1637,1637,"olieverf,doek","#79693A, #110C06, #39321B, #8A8A76, #BEB799, #BD9840, #EBE7DC",http://lh4.ggpht.com/w-9ruGKvMxcvzBn4hhRICkisIP5U05xD2bNthIWO8hb62h24zcMgj76LTdLA15sS8CFh9AQHioRLgNisR0TnftamgGmY=s0
SK-A-3765,"Joan Maetsuyker (1606-78). Gouverneur-generaal (1653-78)","Jacob Coeman","Portret van Joan Maetsuyker (1606-78). Gouverneur-generaal (1653-78). Ten halven lijve, in ovaal, naar rechts. Linksboven het familiewapen. Onderdeel van een reeks van portretten van de gouverneurs-generaal van het voormalige Nederlands Oost-Indië.",1663,1676,"paneel,olieverf","#2C2E28, #16150F, #5B4F2E, #847A52, #ACA273, #806326, #BEB894",http://lh5.ggpht.com/KRjQ3qsOvejYvzkOM6cjdPFToS41NqNu5DreKqK4Qe1J8M6esTildUFZ2WROpCsVGJfPNVDfvwscSkBim0A5EDgTlbM=s0
SK-A-668,"Saul bij de heks van Endor","Jacob Cornelisz. van Oostsanen","Saul bij de heks van Endor. Links zit de heks op een uilentroon, bezig met toverkunsten binnen een magische cirkel. Een sater houdt het toverboek open. Rechts proeven vier vrouwen met twee bokken van de brouwsels. Uiterst rechts een duivel met een lier. Door de lucht vliegen heksen en duivels. Links koning Saul bij de woning van de heks. In het midden de ruïne van een boog waardoorheen de profeet Samuel en de zelfmoord van Saul is te zien.",1526,1526,"paneel,olieverf","#0E0C08, #728277, #C4C0A7, #614231, #9D9984, #7A6A54",http://lh3.googleusercontent.com/7-PudjRGgX0zARdBO-RPyvSvhmAQwC_xYpi6kMdxUwdiPIXaipZ3P9DbSYQTrRufZws66tZY_RiFPBSWLp8MeQ4fCi4=s0
SK-A-1247,"Portret van een vrouw","Frans Hals","Portret van een vrouw, mogelijk Sara Wolphaerts van Diemen, tweede echtgenote van Nicolaes Hasselaer. Borstbeeld naar links, met een grote molensteenkraag. Pendant van SK-A-1246.",1635,1635,"doek,olieverf","#393428, #1A1810, #4D4636, #A38F73, #826F55, #635C4D, #A7A498",http://lh3.googleusercontent.com/vglBZxUZILuWl61iUumkVZU9TPzBPUaXVHs_79jvn0HY4dLThEazBd2Y-yfEmHFRlJPv3V1gmjn21tp0FqNNzYr6hB_b=s0
SK-A-2784,"Heraclitus","Hendrick ter Brugghen","Heraclitus, pratend en gebarend terwijl hij met zijn rechterarm op een aardglobe leunt. Pendant van SK-A-2783.",1628,1628,"doek,olieverf","",http://lh3.googleusercontent.com/u7Z77tafagTSvBujT7Fn2qPfrXsSFLnqkrPvJRkUaKqGJpscUz7d3icFFrhBUfILUJs2NE4ofsFH24fh5SWG001z5SWJ=s0
SK-C-144,"Een watermolen","Meindert Hobbema","Een watermolen. Voor de woning bij de molen doet een vrouw de was in een vat, rechts komt een man met een jongen aangelopen. Rond de molen dicht geboomte.",1664,1664,"paneel,olieverf","",http://lh3.googleusercontent.com/PU4c7rNld-7H4rnYsrdVg2Vh1oD0FumkjeQMcxX14KecrJ5xHMhVzakN5MFCX9vtj7mhUVLZjy7yfFmmAkwmEzuvkew=s0
SK-C-150,"Een gezelschap op de plaats achter een huis","Pieter de Hooch","Een gezelschap op de plaats achter een huis. In de tuin achter een huis zitten een man en vrouw aan een tafel. De man heeft een pijp in de hand, de vrouw knijpt een citroen uit boven haar roemer met wijn. Achter het paar staat een vrouw met een glas bier. Rechts schuurt een meid een grote koperen ketel boven een houten vat.",1663,1665,"doek,olieverf","#44443F, #6A6356, #271F12, #AEA88D, #6C8293, #9C8D69, #CCC4A4",http://lh3.googleusercontent.com/f3HX2jRy9r_W96ERQvKdFFIX85cb7dnmQDEn2JMWHWJXc98RQmnw-Ekpbc0ZllrLRRjGIt-RFUNBWJRofeDnhf65k02q=s0
SK-A-129,"De zondeval","Cornelis Cornelisz. van Haarlem","De zondeval. Adam en Eva staande voor de boom der kennis. Een slang reikt Eva een appel aan. Om de figuren allerlei dieren: aap, kat, hond, naaktslakken, egel, kikker, vos en uil.  Links op de achtergrond worden Adam en Eva door God gewaarschuwd niet van de boom te eten.",1592,1592,"doek,olieverf","#544A33, #2E281B, #6D5D3D, #8E815E, #B1A385, #D2C6AE",http://lh3.googleusercontent.com/735D6PqhkkKpWuXg5unq0HiovKboVmL1z9YcfWpeHhhK5XmpbW0JoP0_SMuL1O-6FGtNXSEqoDSv587kmacKPwutog=s0
SK-A-4462,"Portret van René de Chalon (ca. 1519-1544), prins van Oranje","Jan van Scorel","Portret van René de Chalon (ca. 1518-44), prins van Oranje. Buste en profil naar rechts. Pendant van SK-A-4027.",1542,1542,"paneel,olieverf","#4C3629, #0C0A07, #845F3C, #8E7766, #B9A391, #D6C7BD, #EDE4DF",http://lh3.googleusercontent.com/CLsN26tH7Dv4-RK0tOzEpXCqCb688BKEnooGFVI1qRJ83Jvb_DYVKqhbVJLeDxxgNGBuu4QglGR5rrRezU5FoIcWyw=s0
SK-C-301,"Pronkstilleven","Adriaen van Utrecht","Stilleven. Een grote tafel met een pastei, schalen met fruit (druiven, citroenen, perziken, pruimen, vijgen en bramen). In het midden een kreeft en enkele krabben, een bord met een ham en een sierbokaal, een tazza, enkele glazen en een grote schelp op een voetstuk. Rechtsachter een bakje met aardbeien, een kalebas en wijnranken met een roemer. Op de voorgrond staat een hondje bij een wijnkoeler en een aap bij een omgevallen mand met fruit. Links een stoel met muziekinstrumenten (cello, viool, luit, fluit) en een liedboek en een papegaai op een stok.",1644,1644,"doek,olieverf","#1B160E, #5B3022, #CBBE98, #8A5C41, #AD9A71, #E1DCC5",http://lh3.googleusercontent.com/tfyeWAaEe4mdOD_uZ6ue3sGmNLNWp_ejBfE-fDK5aqqK8jFrGVuAjYGMDCp0QO1k6w7DGjXD6J39Eyfl3C3w57KZRkQv=s0
SK-A-4046,"Portret van Adam Wachendorff, met een bellenblazende putto","Cornelis Ketel","Portret van een man. Op de keerzijde een bellenblazende putto. De man, waarschijnlijk Adam Wachendorff,  is tot aan de heupen voorgesteld, staand bij een tafeltje. In de rechterhand een brief, de linkerhand in de zij. Op tafel liggen papier, een pen, een inktpot en een horloge. Op de keerzijde een naakte bellenblazende putto in een landschap.",1574,1574,"paneel,olieverf","#6E5231, #2F251D, #090907, #9F8965, #CEB77F, #726D68, #E8E3D5",http://lh3.googleusercontent.com/Rq-8hgNHbM0EzR-0PQnsmH7xCvjkFrYfzZoCroIIGETr502prXd83BaGnR22qZUtY7InR7LmgMzoQ0nr9OJo-2o0Ag=s0
