Id,Name,Painter,Description,Year_early,Year_late,Materials,Colors,Image
SK-A-4706,De aanbidding van de drie koningen,Jacob Cornelisz. van Oostsanen,"Drieluik met op het middenpaneel de aanbidding der koningen. Aan weerszijden van Maria met kind knielen de koningen. Op het linker zijpaneel aan de binnenzijde de knielende mannelijke stichter met zijn zes zonen en de heilige Hieronymus. Boven het familiewapen van Heereman, Vanolles, Zeller en Baerland. Op het rechter zijpaneel op de binnenzijde de knielende vrouwelijke stichteres en haar zeven dochters en de heilige Catharina. Boven een familiewapen, deels van Heereman. Op de buitenzijde van de zijpanelen de heilige Christophorus met familiewapen Heereman en de heilige Antonius.",1517,1517,"paneel,olieverf",['#342a00'],http://lh3.googleusercontent.com/T1eKSVeBcyvKn3RDO2uqD9HBwFvcHA6L1c39OppUqhmsZ3o1x2by1kKNtfNeTli0UKM30rGNz6QQ7FFX6hIBbpKffHw=s0
SK-A-2627,Lezende oude vrouw,Gerard Dou,"Oude vrouw lezend in een lectionarium; het zogenaamde portret van Rembrandts moeder, Neeltgen Willemsdr van Zuijdtbroeck. De oude vrouw houdt in haar handen een boek waarin een prent het evangelie van Lukas illustreert.",1631,1632,"paneel,olieverf",['#9a8a00'],http://lh3.googleusercontent.com/_sKPy08dghdqCv99fvYQWXdnxmTyi_BZ6t31nU4NpWNky40D_GnvRLq_Juw9wTNXOi28nhBSM0wgIOIVQvUX42iWlgu5=s0
SK-A-3989,Maria Magdalena,Carlo Crivelli,"De heilige Maria Magdalena, staande met de zalfpot in de rechterhand.",1480,1480,paneel,['#5b4e00'],http://lh3.googleusercontent.com/XrE3cqsL3Cpk_vo9rB99AGsFGeLdu1Qumqs8BHvKcBr16iPtsjFv2wVWgtHknJ4-HiJ-2lhxHzl2LPcKKGgLd4FCnC8=s0
SK-A-1910,Linkervleugel van een drieluik met portret van de stichter Matelief Dammasz en de heilige Paulus (voorkant) en de Sibylla Erythraea (achterkant),Maarten van Heemskerck,"De linker zijpaneel van een drieluik. Op de buitenzijde Sybilla Erythraea (de sibille van Erythrae), zittend in een landschap met een boek in de rechterhand. Op de achtergrond een berglandschap met een stad aan een rivier. Op de binnenzijde een knielende stichter Matelief Dammasz met de heilige apostel Paulus, op de tafel de naam en wapen van de schenker. Met geïntegreerde lijst.",1564,1564,"paneel,olieverf",['#332600'],http://lh3.googleusercontent.com/XQEKF5YaUJRPZwjsWebFnnnB_10ck5OLNM7jkInPGK2cxWkQ3jx2FzVVZ9CMBHqifzYQIRRi70Agt4gUkrj-oyVK0w=s0
SK-A-1591,"Portret van Abraham de Potter, zijdelakenkoopman in Amsterdam",Carel Fabritius,"Portret van Abraham de Potter, zijdelakenkoopman te Amsterdam. Ten halven lijve naar rechts, de handen op de buik gevouwen.",1649,1649,"doek,olieverf",['#aca800'],http://lh3.googleusercontent.com/g2Rk2I1_8ltkR8Hgt-JkYoYn7w32gT0EerFk4bPEHaMvKfs3wvnylF0XdPjFzFulByTTxqalslqAAZkyPyYVmhS8XjE=s0
SK-A-793,Insecten en vruchten,Jan van Kessel (I),"Insecten en vruchten. Een takje witte aalbessen, met verschillende soorten kevers, torren, vliegen en vlinders. In drie rijen van links naar rechts (en van boven naar beneden): zandloopkever, schrijvertje, vlieg, boktor, langpootmug, beervlinder, rups van de bonte bessenvlinder, argusvlinder, bonte bessenvlinder, vlieg, vuurwants, een haft of eendagsvlieg.",1660,1665,"koper,olieverf",['#968e00'],http://lh3.googleusercontent.com/RQsNIfMLIMPulHqrtd0um63sxjJ5py6si2I9hTY5OMY9bN3k-QxQrN4vL-8fYFcF5N_tXq6zSH60NRIaq-Fl8U7K738S=s0
SK-A-4463,"Maria van Hongarije (1505-58), landvoogdes der Nederlanden",anoniem,"Rond portret van Maria van Hongarije (1505-58), landvoogdes der Nederlanden. Buste naar rechts.",1550,1560,"paneel,olieverf,hout",['black'],http://lh5.ggpht.com/FjMSrD2cE-fnYUtAdXl1BnvvoeOMehadk2JaFFy6fXjh0G0bb9ohqiGKzmPId3TGTXIbTSv6DrLCUFU7A5eifaxBK4M=s0
SK-A-3038,Voorname vrijage,Willem Pietersz. Buytewech,"Een deftig gezelschap op een terras. Twee modieus geklede stellen in een interieur. De man links aait een hond, op de grond liggen handschoenen en een degen.",1616,1620,"doek,olieverf",['black'],http://lh3.googleusercontent.com/p78gUBjBcyVyizXeCkfNkqR28KKfdMoqAn1RjzhIYr-lmpmobd5EokNdXAK5GWk9SJ6xAQWEsX91H7MRy2ztzRgcwQ=s0
SK-A-1598,Drieluik,Pseudo Jan Wellens de Cock,"Drieluik met de kruisiging van Christus op het middenpaneel, op het linker zijpaneel een knielende mannelijke stichter met de heilige Petrus, op het rechter zijpaneel een knielende vrouwelijk stichter met de heilige Jacobus. Boven de stichters vliegen putti met de familiewapens. Gesloten toont het altaarstuk de heilige Christophorus te paard met het Christuskind op de arm, rechts een leger van duivels.",1525,1525,"paneel,olieverf",['gray'],http://lh3.googleusercontent.com/soTHDM5Q7hnZbvtoEg0QIeGIMEAhrs86eh1L6wWp2I6Lea3wtTMp3PShmTbXp_y0_iM9pN-RH0ICR7m6-qS0yJIdbxy0=s0
SK-A-1691,De roeping van Sint-Antonius,Aertgen Claesz. van Leyden,"De roeping van Sint Antonius. Gezicht in een kerk waar een priester in een koorhemd vanuit de kansel aan het preken is tot een verzamelde menigte van zittende en staande mannen en vrouwen. Achter de priester aan de muur een schilderij van Mozes met de tien geboden. Op de voorgrond liggen bloemen gestrooid. Uiterst rechts staat de heilige Antonius als toehoorder voor een groep van vijf andere mannen (stichters?). Op de achtergrond deelt de heilige Antonius brood uit aan armen, bedelaars en kreupelen. Het kerkinterieur geeft naar achteren zicht op een oxaal met daarachter het koor met het altaar waar een drieluik staat",1530,1530,"paneel,olieverf",['gray'],http://lh3.googleusercontent.com/v0o6NviIvmifjH5rLotTWewamQzG948GjlE8NcmO-JsLrNUfYqTr6uKAqPbMGUY37oATOwUaR2x0b5fw6c-4YI_ydgU=s0
SK-A-2290,Een wetering bij Abcoude,Paul Joseph Constantin Gabriël,"Gezicht op een wetering in een polderlandschap bij Abcoude. Rechts tussen een rijtje knotwilgen langs het water staat een man te vissen, in de verte een molen.",1878,1878,"paneel,olieverf",['#5e5000'],http://lh4.ggpht.com/wOz-HE2EjKrDoTkCw-F1gQ49mEIva_ElapoDtLukaY1DKiw3KjoIdOGjMmKzo8W54WWGcRgrxZIfJZqy1lSX85eHYK8v=s0
SK-A-4881,"Portret van een jonge man, waarschijnlijk Simon van Alphen (1650-1730).",Nicolaes Maes,"Portret van een jonge man uit de familie Van Alphen, waarschijnlijk Simon van Alphen. Kniestuk, staande geleund tegen een boom. Gebarend met de linkerhand, de rechterhand in de zij. Op de achtergrond een landschap met een waterval.",1675,1685,"olieverf,doek",['black'],http://lh3.ggpht.com/DoGKqdRVllAdR3EBi31hiP_yyEljofJkdz0N-LTWWljAtgY5GEh0AymljBVhDZlcYJEaoaQ0rmPXfrJOJljPuUJ3RQ=s0
SK-A-1606,Prometheus door Vulcanus geketend,Dirck van Baburen,De liggende Prometheus door Vulcanus aan grote steenblokken geketend. Rechts kijkt Mercurius lachend toe. Achter Vulcanus een adelaar.,1623,1623,"doek,olieverf",['#3a2b00'],http://lh3.googleusercontent.com/D96r7Ts1tEE-UM5KctXaqbBAc_f1OjfBu308EJKykg3MDnImGCR-TxymxzAGLt4PiPpJKKjo-nGD19ivjWzWci7iZuwf=s0
SK-C-535,"Oude vrouw in gebed, bekend als ‘Het gebed zonder end’",Nicolaes Maes,"Voorstelling bekend onder de titel 'Het gebed zonder end'. Een met gevouwen handen biddende oude vrouw, zittend aan een gedekte tafel met brood, kaas, een kruik, een kom en een bord met vis. Rechts trekt een kat aan het tafelkleed. Rechts een nis in de muur met sleutels, een trechter en een zandloper.",1656,1656,"doek,olieverf",['#a49800'],http://lh3.googleusercontent.com/ZEMErmu9f_XXUVvmeq3yI1EY8LX4pjGdETDL6AhK-6mLVwQxmx1LiFD_M-vf6iHUALMLP3UuFXREN-Zniy6qhsnHtas=s0
SK-A-4878,"Een jonge vrouw warmt haar handen boven een vuurtest, allegorie op de Winter",Caesar Boëtius van Everdingen,"Een jonge vrouw haar handen warmend boven gloeiende kolen in een aardewerken vuurtest. Waarschijnlijk een allegorie op het seizoen Winter. De vrouw draagt een witte muts, oorbellen en een parelsnoer.",1644,1648,"olieverf,doek",['#514c00'],http://lh3.googleusercontent.com/5_a391jP0U75nscMAcflUCLTSfHv7idWtiBJpW3dkPzC_lgGCJFVbZVU2dqutLf2yY7DNN72PG9XZUhapNS6jWlsIpk=s0
SK-A-1610,De schimmel,Philips Wouwerman,Staande op een heuvel houdt een jongen een wit paard bij de toom terwijl rechts de ruiter gehurkt zijn behoefte doet.,1646,1646,"eikenhout,olieverf",['#948a00'],http://lh3.googleusercontent.com/lbA5lBAwvVhXUZsWmohjWxeXC3Ygw7oOI_5gcumOMI8pbbJosYOvxPRfmMf_J88y_hbaGAoxzzqwmacMwZyVxBXcqg=s0
SK-A-2152,Stilleven met vruchten en bloemen,Balthasar van der Ast,"Stilleven met vruchten en bloemen. Op een wit tafelkleed enige vruchten op een porseleinen schotel en een bloemboeket in een porseleinen vaas. Verder schelpen, enige insecten, torren, mieren, vlinders, sprinkhanen, een rups en spinnen.",1620,1621,"paneel,olieverf",['gray'],http://lh3.googleusercontent.com/Sas-9hjfD7DoNOx3nwbEqXIVODPk-LWNOLm94i2rNX_pgdpi1BoxGGEsviuaKj1IKYwxdKgJH1lW9pAf9uDsgwT_Dw=s0
SK-A-4823,Venus en Adonis,Ferdinand Bol,Venus en Adonis. De halfnaakte Venus en Cupido proberen Adonis te beletten op jacht te gaan. Rechtsonder twee witte duiven. De pijlenkoker van Adonis hangt aan de boom. Adonis heeft twee jachthonden bij zich.,1658,1658,"doek,olieverf",['#392e00'],http://lh3.googleusercontent.com/3pFR4aYWco9PyWAhkPn613FL8noQCazps3rdXbUg4y-z9Z4PKViyxEZ5Du2d3GJXHVgG7X1t-c6TU_3zcnh_hNf_CrU=s0
SK-A-2163,Slag bij Gibraltar in 1607,Cornelis Claesz. van Wieringen,"Het ontploffen van het Spaanse admiraalsschip tijdens de zeeslag bij Gibraltar, 25 april 1607, op het moment dat het Spaanse oorlogsschip wordt geramd door een Hollands schip. Door de ontploffing worden mensen de lucht in geslingerd. Op de voorgrond proberen zeelieden zich in sloepen te redden, anderen zwemmen in het water. Waarschijnlijk geschilderd als proefstuk voor de grote Slag bij Gibraltar vervaardigd in opdracht van de Amsterdamse Admiraliteit in 1622.",1621,1621,"doek,olieverf",['#403c00'],http://lh3.googleusercontent.com/x4O677Nas3mOOpwIIfbarXAJw5raqYppqfIIkFXYRSCnxgL-SYLo8UHmENOU9gtMOuXtU9wbfRcFbaC6HKPM-9R1lA=s0
SK-A-955,Wintergezicht op de Vijverberg te Den Haag met op de voorgrond prins Maurits en zijn gevolg,Adam van Breen,Wintergezicht met ijsvermaak op de Vijverberg te Den Haag en op de voorgrond prins Maurits en Frederik Hendrik met gevolg voorafgegaan door een groep hellebaardiers. Links de gebouwen van het Binnenhof.,1618,1618,"paneel,olieverf",['#342800'],http://lh3.googleusercontent.com/2yg2M1kQ4-J0YeMPDpkhWIKuaLGUkFSDumdwmmldjdMzw5Skiamexw4H7TOE_qmGapQpsXaAfgRhm0ojN8B014zZ84M=s0
SK-A-591,Een hond en een kat bij een half geslachte ree,Jan Baptist Weenix,"Een hond en een kat bij een half geslachte ree. Stilleven met een opengesneden ree, hangend aan een poot, een mes en enkele verwijderde organen liggen op de tafel. Rechts een blaffende hond, links bij het gordijn een kat.",1645,1660,"doek,olieverf",['black'],http://lh5.ggpht.com/VQ7aeMPKoSN4c1N_tDQheKJ1m_4RcRNhW27pEQMLFLKFfap1udg_bSCjoJqv4B-esunwtGRsGb_9S0YRMmEN3CUohYo=s0
SK-A-2313,Ruïne aan het water in Italië,Jan Asselijn,"Ruïne aan het water in Italië. Italiaanse haven met de stenen muur van de kade, een bootje, een fontein en enige figuren.",1640,1652,"paneel,olieverf",['#4c4000'],http://lh3.googleusercontent.com/E-rFrFc4sq6pK6qN15FnN-DNwjpkuSw-dQX3qgVia8jHQSo9qigqV367C0ov6yV2bWfh06MHcdxRzacK_fxg2-RsoGs=s0
SK-A-1923,Bosgezicht nabij Barbizon,Johan Hendrik Weissenbruch,Bosgezicht in de omgeving van Barbizon. Op een rotspartij tussen dunne bomen zit een figuur te tekenen.,1900,1900,"doek,olieverf",['#615d00'],http://lh3.googleusercontent.com/4lyQGnl-XNBJGrCAg5dCB47sQSAedMBt4JW7XnaFwAGoplSR69NA_Iu-_jdz8prrHpXFBcTHuhPV3GkutZ7DxKtDD-U=s0
SK-A-4857,Zelfportret,Wouter Johannes van Troostwijk,"Zelfportret van Wouter Johannes van Troostwijk, zittend in zijn atelier achter een schilderij met palet, penselen en schildersstok in de hand. Bovenop een kast liggen verschillende gipsmodellen.",1809,1809,"karton,papier,paneel,olieverf",['black'],http://lh3.ggpht.com/6-ipQDft_wDOqYamLpgOO0W6VEl8bUifISzOMixQtJeQNrHipnS74CdpdEDUVWOm0I8g7p003VQddR8MqQ0X0SRoJw1w=s0
SK-A-4644,Schipbreuk op een rotsachtige kust,Wijnand Nuijen,"Schipbreuk op een rotsachtige kust. Rechts ligt het gestrande schip in de branding. Drenkelingen worden op het strand getrokken. Links warmen figuren zich rond een vuur, op de voorgrond ligt aangespoelde waar.",1837,1837,"doek,olieverf",['#4f4600'],http://lh3.googleusercontent.com/ZeCKxuBhF99WyF9VHortJGF9iFbn2i81hJdNJOsVLUadGQLXK0Vbz-l-aAD2P0L0rNa8ddCbXfWz9t_L-e5X88azN5E0=s0
SK-A-42,Zelfportret,Ferdinand Bol,"Zelfportret van Ferdinand Bol. De schilder is tot de knieën afgebeeld, in een geborduurde kamerjas, met de linkerarm steunend op een beeldhouwwerk van een slapende Cupido. In een vergulde rijk gesneden lijst met zonnebloemen en ander bloemen versierd.",1669,1669,"doek,olieverf",['#3b2800'],http://lh3.googleusercontent.com/w19M6O2curllx8zjAGLKxJYD3IAcEiwd4QewWgRk1LTJbmQqwNQ6b06LOQcksjbzHlN6m41cKskkOUo5uR6KfxuXPVI=s0
SK-A-3814,Johannes Benedictus van Heutsz (1851-1924). Gouverneur-generaal (1904-09),Hannké,"Portret van Johannes Benedictus van Heutsz (1851-1924). Gouverneur-generaal (1905-1909). Kniestuk, staande, het hoofd iets naar rechts gekeerd. De steek in de rechterhand, een wandelstok in de linkerhand. Rechtsboven het familiewapen. Onderdeel van een reeks van portretten van de gouverneurs-generaal van het voormalige Nederlands Oost-Indië.",1909,1909,"doek,olieverf",['#2e2700'],http://lh6.ggpht.com/_O87_u24-kpezhUF1ImyWHp3JrFWv2YB0FsoD-Ek7suB3f9ksFwJCpnsUdR8JiD1Kk9onBYvn6jc39qucxD2qPYIvg=s0
SK-A-3293,Portret van Maximiliaan I (1459-1519),Joos van Cleve,"Portret van Maximiliaan I, keizer van het Heilige Roomse Rijk. Hij houdt in de rechterhand een anjer, om de hals een keten met de Orde van het Gulden Vlies.",1530,1530,"paneel,olieverf",['black'],http://lh3.googleusercontent.com/PklGgKaPrjgH8_uuA1QY0mtUSBrgBrKOUeG3YVHwYHoEI-zzuEbWf9f4uIzVeFvP0Mek9fjBOwtbEJEs5Yo6GN2Rzts=s0
SK-A-4209,"'Joanna en de 'smousen'; 3de bedrijf, 5de toneel uit het blijspel 'De Spilpenning of de verkwistende vrouw' van Thomas Asselijn",Cornelis Troost,"De 'Spilpenning', scène uit het derde bedrijf, vijfde toneel, uit het gelijknamige toneelstuk van Thomas Asselijn: Johanna's spilzicht wordt ontdekt door haar man Gerardus en haar vader Augustijn, die zich als Poolse kooplieden (smousen) verkleed hebben. Johanna zit in een kamer met een plafondschildering aan een tafel die vol staat met allerlei curiosa, Chinese porcelein, beeldjes en rollen textiel. Op de stoel links zit een ringstaartmaki, rechts is een kat onder de kast weggekropen.",1741,1741,"paneel,olieverf",['#5a5200'],http://lh3.googleusercontent.com/zHdJQTxgDOGPYc58GbrqMNUZjR_3A-voYt-lnO395M_KlIJHUuTUfeSMBiFvwDKLSgFUmO6CpUVgz8c-keD9SLZxNw=s0
SK-A-2854,"Portret van Filips de Schone, hertog van Bourgondië",anoniem,"Portret van Philips de Schone (1478-1506), aartshertog van Oostenrijk, hertog van Bourgondië. Buste naar rechts, om de hals de ketting met het Gulden Vlies.",1500,1500,"paneel,olieverf",['#aa9200'],http://lh3.googleusercontent.com/a1xJKzrkfaLoMc8yTHImob5thE1FBw6VtyatZVyShd7GVgkYz2zyHmjtX6cPe6eM6n-RzmAaWw7ZJQmzh0pxqbN7K1k=s0
SK-A-3753,Lodewijk XIV trekt bij Lobith Nederland binnen,Adam Frans van der Meulen,"Lodewijk XIV, koning van Frankrijk, trekt bij het Tolhuis bij Lobith de Rijn over, op 12 juni 1672. Op de voorgrond de Franse koning gezeten op een paard tussen zijn officieren. Bij de oever van de Rijn vuren kanonnen op de Hollandse troepen op de overzijde. In het midden waden de Franse legers door het water naar de overzijde.",1672,1690,"doek,olieverf",['#443d00'],http://lh3.googleusercontent.com/as1O839m6n8X77QS07srIr9ELOqHU5_oQoN-1Wy9fSHltci_E3EI6hGqjOL2imH8ulXjSxo-gFdRmWqdY_wom3a7JrE=s0
SK-A-4117,Vuurgevecht aan de Vaartse Rijn bij Jutphaas,Jonas Zeuner,"Vuurgevecht aan de Vaartse Rijn bij Jutphaas op 9 mei 1787, 's avonds om tien uur. Rechts de Utrechtse patriotten, links de troepen van de stadhouder. Rechts staan de Utrechtse patriottische troepen en vuren staand en met kanonnen op de Amersfoortse Prinsgezinde troepen links. Aan beide zijden liggen doden en gewonden op de grond.",1787,1788,glas,['black'],http://lh3.googleusercontent.com/qHjd1o6fqR03DCPwcYpmY8kD_JDFNlTJNcyjIcQQPY9C4wyGVKHd4Cvv6jqmavBfE8-i982yCDNYu8nQ2tbWZUySCA=s0
SK-C-560,"Vrouw aan de maaltijd, bekend als ‘Het ontbijt van de kat’",Gabriël Metsu,"Een zittende vrouw eet een haring met brood, een tegen haar opspringende kat krijgt de graat van de vis. Voorstelling bekend als 'Het ontbijt van de kat'. Links een waterpomp, op de voorgrond een vat waarop een dode kip ligt, rechts een vaas met bloemen op een tafeltje.",1661,1664,"paneel,olieverf",['black'],http://lh3.googleusercontent.com/o9Z4Ix06fsq8DhpL8q8u3Ln0lVNmnTB_5L98WDRoEpUdRTR94zaNJEveT9tgS3Bzy7BzsD7CzwS_aXSiY7hbuT7GIH4=s0
SK-A-4225,Zelfportret,Cornelis Troost,"Zelfportret van Cornelis Troost, buste in een geschilderde ovale omlijsting, de linkerhand in de vest gestoken. Een gordijn hangt deels over het portret; vooraan op een voetstuk liggen een palet met verf en penselen en een tekening op blauw papier.",1739,1739,"doek,olieverf",['black'],http://lh6.ggpht.com/00MG-W8hpaFmR_JaHlaDpzSVVa6yNfReevEp6eAK0Y6qRphkWbEsUNL7ERKYuDkjVczBmvy_0Xk5xrPZ62KDXp6YpKk=s0
SK-A-3852,"De inhuldiging van koning Willem II in de Nieuwe Kerk te Amsterdam, 28 november 1840",Nicolaas Pieneman,"De inhuldiging van koning Willem II in de Nieuwe Kerk te Amsterdam, 28 november 1840. De koning legt rechts, staande onder een baldakijn, met opgeheven hand de eed af. Links liggen op een tafel de troon en scepter. De kerk is gevuld met toeschouwers. Voorstudie voor het schilderij in het bezit van H.M. de Koningin (paleis Noordeinde).",1840,1845,"paneel,olieverf",[],http://lh3.ggpht.com/NXYgnQNWK98iSSgghGm4a09olCgqZb6kCG8NoU4qu817cpNaZeeeWhgHrdEU_LxWqffzHt0rdf2EVgSVk3oqO9RVh30=s0
SK-A-3467,Het sterfbed van Maria,Meester van de Amsterdamse Dood van Maria,"Het sterfbed van Maria. Interieur met Maria op haar sterfbed, omringd door de discipelen van Christus. Johannes geeft Maria een kaars in de handen, Petrus houdt een wijwaterkwast omhoog, anderen bidden met boeken voor zich. Afkomstig uit het Zevenkeurvorstenhofje in de Tuinstraat te Amsterdam.",1500,1500,"paneel,olieverf",['#362600'],http://lh3.googleusercontent.com/XuYRk9o1BV1ypiXbkpSQHPdtIvuVlTQ2dHO57L-CNp1EnWyi7u7k0Jb1QzcaaRFjrco1gAYtMsoDDahcK0WP18O4HnLR=s0
SK-A-3835,"Portret van Filips de Goede, hertog van Bourgondië",anoniem,"Portret van Filips de Goede, hertog van Bourgondië. Staande, naar links, ten voeten uit op een tegelvloer. Om de hals de keten van het Gulden Vlies. Rechtsboven het familiewapen. Met geïntegreerde lijst. Pendant van SK-A-3836.",1460,1480,"paneel,olieverf",['#413400'],http://lh3.googleusercontent.com/OI011UGmiUiuGMvlklx988QVf-ElT7P-J3s3TmcGo2pi0cFcotBXQU2oXeSp3M5EPzmwXpGBJ0ckLVl2-gVPgyqbeQ=s0
SK-A-672,Oude vrouw in overpeinzing,Gabriël Metsu,Een oude vrouw leest zittend in een stoel uit een boek. Zij gebruikt een bril in haar rechterhand om de tekst te kunnen lezen.,1661,1663,"paneel,olieverf",['black'],http://lh3.googleusercontent.com/04kew09ndL0YYZHYymG2Kqe0wRgTEhthmdAQo8JcKmmotP-OIvMONq-0B2buDQ4ql8UIcyK5pG4aTmUyg660ugHk4g=s0
SK-A-2952,Pakhuizen aan een Amsterdamse gracht op Uilenburg,Willem Witsen,"Stadsgezicht met pakhuizen aan een Amsterdamse gracht op Uilenburg. Rechts een ijzeren ophaalbrug, een platte schuit ligt aangemeerd bij het pakhuis.",1885,1922,"doek,olieverf",['#4d3300'],http://lh5.ggpht.com/lWFYOkfAoAWIs_IBjUUHGb3s0bapbBP9Fy4A62PLAN2Nvl5O_KyqMRFLLM-BvSVBs4_1MmGKRmvexlAEhP_zLsLmwW0=s0
SK-A-3911,De hongerende bevolking na de opheffing van het beleg van Leiden,Otto van Veen,"De uitdeling van haring en wittebrood na de opheffing van het beleg van Leiden, 3 oktober 1574. Gezicht in Leiden waar de boten van de Geuzen over de rivier de Vliet haring en witbrood aanvoeren en uitdelen onder de verhongerde bevolking van de stad.",1574,1629,"paneel,olieverf",['#221200'],http://lh5.ggpht.com/4ssVhcgSTDVnsOS8Cqcdm0OZyvoctb1sJjCdqX3Kw3H7PHFff0zj1nUDl7ZpWR95HG8JiHK_agpbOMwHTnP0A3IIqA=s0
SK-C-177,De jagersbuit,Gabriël Metsu,Het geschenk van de jager. Interieur met een jager die een geschoten patrijs ophoudt voor een zittende vrouw die met naaiwerk bezig is. Naast de man een grote jachthond. Op de tafel bij de vrouw staat een klein hondje. Op de achtergrond een kast waarop een beeldje van Cupido staat. Aan de muur een schilderij. Op de voorgrond een jachtgeweer en een dode eend. Rechts een wenteltrap.,1658,1661,"doek,olieverf",['#493f00'],http://lh3.googleusercontent.com/3-2wRaQukl63EDga9voOoHV0p9ij4MyMchhi0rdVy9HDRjH3kwGq0751KFByzQD8iH5Z7WITn-aKZ_VwsqtujujZwgc=s0
SK-C-187,Stilleven met vruchten en oesters,Abraham Mignon,"Stilleven met vruchten en oesters. Op een marmeren tafelblad liggen een bord met oesters en citroen, een broodje, een roemer, een granaatappel, een grote schaal met druiven, kastanjes, kweeperen, kalebassen, wijnranken, pruimen en perziken. Vooraan een bokaal en een horloge aan een lint. Achter het fruit staan een hoge glas en een sierbokaal. Tussen het fruit zitten slakken, vlinders een spin en een libel.",1660,1679,"doek,olieverf",['#362d00'],http://lh3.googleusercontent.com/V-eQlsfZi-DREM-CTdXBzAZCADiikfkTnEE8f_4js6_kFQ0wWcyD6IUZAl2M-Y63r_T5sK5sOFrcGEezgl76EGLBIbU=s0
SK-A-2525,Eenden,Willem Maris,Twee eenden en enkele kuikens in het gras nabij de waterkant.,1880,1904,"doek,olieverf",['#303500'],http://lh3.googleusercontent.com/inIJ6TyL4uYlpwOqHFGCCJ311jiFAnNQRMuitYedAVZvnFlAsjdKtIfAkhIQyZw-3ArH-oNdOQnxOQTKJEu2SuX_O-2f=s0
SK-A-2312,Memorietafel,Meester van Spes Nostra,"Vier reguliere kanunniken van het kapittel van Sion van St. Augustinus twee aan twee mediterend aan weerszijden van een geopend graf over de vergankelijkheid van het aards bestaan. In het graf ligt een halfvergaan lijk. Links de heilige Hieronymus, rechts de heilige Augustinus. Op een zodenbank zitten Maria en Elisabeth. Op de achtergrond een ommuurde kloosterhof waarin het Christuskind op een stokpaardje speelt in het gezelschap van engelen.",1500,1500,"paneel,olieverf",['#4a3f00'],http://lh3.googleusercontent.com/IN060awbuniRHd5dqDGfaiX6kkBKSsZ0WquzSolW4_f4TFdVe2YPwVfzSks-jh6973H6nIs5EknWXB_k5_Ivy0vMtLdJ=s0
SK-A-3953,Portret van Ambrogio Spinola,Michiel Jansz. van Mierevelt,"Portret van Ambrogio Spinola, opperbevelhebber der Spaanse troepen in de Zuidelijke Nederlanden. Heupstuk, staande in wapenrusting bij een tafel waarop de helm met pluimen staat. Commandostaf in de rechterhand, de linkerhand op het gevest van zijn degen. Aan een ketting om de hals het embleem van de Orde van het Gulden Vlies.",1609,1609,"doek,olieverf",['#372f00'],http://lh5.ggpht.com/ifT49A192eZ3FdP5f3gzR4SUmcO-CiSNPcHn3dV-P2OdPZoD_pDyY69NeoZCiKZofyvRzzCgNt6EFHtERtlSaoGpPA=s0
SK-A-4289,"De krijgsraad aan boord van de 'De Zeven Provinciën', het admiraalsschip van Michiel Adriaensz de Ruyter, 10 juni 1666, voorafgaande aan de vierdaagse zeeslag, episode uit de Tweede Engelse Zeeoorlog.",Willem van de Velde (I),"De krijgsraad aan boord van de 'De Zeven Provinciën', het admiraalsschip van Michiel Adriaensz de Ruyter, 10 juni 1666, voorafgaande aan de vierdaagse zeeslag, episode uit de Tweede Engelse Zeeoorlog. Verschillende oorlogsschepen op zee, tussen de schepen varen meerdere sloepen.",1666,1693,"doek,inkt",['#9b9400'],http://lh3.googleusercontent.com/lYP-HJk98r2VeILcRm8Jh_dmnud6r8nID0l0aqxKvzm2r2u8kzZVIPqIDgTgZoIUBrgHmZzFKkZE9R_Cmc-nF5AHMd4o=s0
SK-A-2706,Koe aan de slootkant,Willem Maris,"Een koe aan de slootkant, staande met de voorpoten in het water. Links op de achtergrond wordt een koe gemolken.",1885,1895,"doek,olieverf",['#463900'],http://lh3.googleusercontent.com/zbxkb2WcbpHphkufBXTnGI6rI6U9DFX3dwBrMGDoBsm-gfAuB__4ZKEgpYitUEpx_4_9wC-2anohywmZAl7A_Zp_owg9=s0
SK-A-3147-B,De Sint-Elisabethsvloed,Meester van de Heilige Elisabeth-Panelen,"De Sint Elisabethsvloed, watersnood op 18-19 november 1421. Het door de ramp getroffen landschap in vogelvlucht. Rechtsboven de dijkdoorbraak. Op de voorgrond en op het middenplan proberen mensen zichzelf en hun bezittingen in boten te redden, in het water drijven de lichamen van verdronken mensen en vee. Buitenzijde van het rechterpaneel, maakt deel uit van twee panelen, aan weerszijden beschilderd met voorstellingen uit het leven van de heilige Elisabeth van Hongarije (1207-31) en de Sint Elisabethsvloed 18-19 november 1421 (SK-A-3145/46 en SK-A-3147A/B).",1490,1495,"paneel,olieverf",['#4e4400'],http://lh3.googleusercontent.com/2Q3sLSVZ4t08cqx9rDT7cB821VdrHOWQrme_5GBK_Riie06FtwqPLemr1Txm3--wuyKgNhmOGFqlAbivkM2rvfMEvFY=s0
